,entity_label,entity_text
1,ORG,APP
1,ORG,the University of Hong Kong
1,ORG,Fox News’ Edmund DeMarche
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,ORG,Senate
1,ORG,Commerce Committee
1,ORG,District Court
1,ORG,Texas Amarillo Division
1,ORG,Medicare
1,ORG,Medicaid Services
1,ORG,Medicare
1,ORG,Medicaid
1,PERSON,Trump
1,ORG,Congress
1,ORG,Biden’s
1,ORG,HHS
1,ORG,Social Security
1,ORG,HHS
1,ORG,U.S.C.
1,ORG,Congress
1,ORG,the Conservative Political Action Conference
1,ORG,Dylan Hollingsworth/Bloomberg
1,ORG,Healthcare
1,ORG,Medicaid
1,ORG,Medicare
1,ORG,Fox News
1,ORG,APP
1,ORG,Biden’s Department of Justice
1,ORG,the Occupational Safety and Health Administration
1,ORG,the Fifth Circuit Court of Appeals
1,ORG,White House
1,ORG,the White House
1,ORG,the National Institute of Allergy
1,ORG,AP Photo/
1,ORG,AP Photo
1,ORG,Fox News
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News Flash
1,ORG,Foxnews.com
1,ORG,State
1,ORG,State
1,ORG,Olivier Douliery/Pool
1,ORG,AP
1,ORG,State Department
1,ORG,State
1,ORG,Soekarno-Hatta International Airport
1,ORG,Olivier Douliery/Pool Photo
1,ORG,AP
1,ORG,PCR
1,ORG,APP
1,ORG,Centers for Disease Control and Prevention
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News Flash
1,ORG,Foxnews.com
1,ORG,Court
1,ORG,NYC
1,ORG,DE BLASIO
1,ORG,Department of Education
1,ORG,DOE
1,ORG,DOE
1,ORG,FBI
1,ORG,the House Judiciary Subcommittee on
1,ORG,Civil Liberties
1,ORG,the National Security Letters Reform Act
1,ORG,the Supreme Court
1,ORG,APP
1,ORG,Anadolu Agency
1,ORG,The Supreme Court
1,ORG,Fox News'
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News Flash
1,ORG,Foxnews.com
1,ORG,Fox News
1,ORG,Advocate General Corps
1,ORG,AIR FORCE
1,ORG,The Department of Defense
1,ORG,iStock
1,ORG,GOP
1,ORG,The Department of Defense
1,ORG,Air Force
1,ORG,Navy
1,ORG,Carl Court
1,ORG,the Air Force
1,ORG,Army
1,ORG,APP
1,ORG,Fox News
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News Flash
1,ORG,Foxnews.com
1,ORG,House
1,ORG,Senate
1,ORG,House
1,ORG,Congress
1,ORG,the House Nancy Pelosi
1,ORG,AP Photo/J. Scott Applewhite
1,ORG,AP Photo/J. Scott Applewhite
1,ORG,Reuters
1,ORG,the Centers for Disease Control and Prevention
1,ORG,CDC
1,ORG,Reuters
1,ORG,the Group
1,ORG,the South Court Auditorium
1,ORG,the White House
1,ORG,"the David Geffen School of Medicine, University of California, Los Angeles"
1,ORG,NBC News
1,ORG,Congress
1,ORG,APP
1,ORG,Senate
1,ORG,Senate
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,PERSON,Trump
1,ORG,Islamophobia
1,ORG,House
1,ORG,House
1,ORG,House
1,ORG,GOP
1,ORG,Senate
1,ORG,the House Nancy Pelosi
1,ORG,AP Photo/J. Scott Applewhite
1,ORG,Senate
1,ORG,House
1,ORG,Senate
1,ORG,D-W.Va.
1,ORG,REUTERS/Jonathan Ernst
1,ORG,Fox News
1,ORG,GOP
1,ORG,GOP
1,ORG,House
1,ORG,House
1,ORG,Senate
1,ORG,Senate
1,ORG,the Democratic Party
1,ORG,the GOP Freedom Caucus
1,ORG,GOP
1,ORG,Congress
1,ORG,the White House
1,ORG,AP Photo
1,ORG,Senate
1,ORG,R-Ky.
1,ORG,R-Utah
1,ORG,Congress
1,ORG,APP
1,ORG,House
1,ORG,Senate
1,ORG,Senate
1,ORG,Fox News'
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,National Institute of Allergy
1,ORG,Fauci
1,ORG,The National Institute of Allergy
1,ORG,FAUCI SAYS
1,ORG,ASK
1,ORG,CELEBRATIONS
1,ORG,the National Institute of Allergy and Infectious Diseases
1,ORG,AFP
1,ORG,J&J
1,ORG,Anna Moneymaker/Getty Images
1,ORG,ABC
1,ORG,"the Senate Health, Education"
1,ORG,Labor
1,ORG,Pensions Committee
1,ORG,Capitol Hill
1,ORG,AP Photo/J. Scott Applewhite
1,ORG,APP
1,ORG,J&J
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Colorado Public Radio
1,ORG,MASK MANDATE
1,ORG,BRENDAN SMIALOWSKI
1,ORG,AFP
1,ORG,a King Sooper's
1,ORG,AP Photo/David Zalubowski
1,ORG,APP
1,ORG,Colorado Matters
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,CITY COUNCIL APPROVES MEASURE
1,ORG,NON-CITIZENS TO VOTE
1,ORG,the City Council
1,ORG,LEGAL ACTION IF DE BLASIO
1,ORG,NON-CITIZENS
1,ORG,VOTE
1,ORG,REUTERS
1,ORG,APP
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Senate
1,ORG,U.S. Senate
1,ORG,New York Post
1,ORG,Columbia University
1,ORG,"the Senate Health, Education"
1,ORG,Labor
1,ORG,Pensions Committee
1,ORG,the Dirksen Senate Office Building
1,ORG,Congress
1,ORG,the National Institute of Allergy and Infectious Diseases
1,EVENT,Omicron
1,ORG,CDC
1,ORG,Fox News'
1,ORG,Fox News
1,ORG,the University of Alabama
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,ORG,Fox News
1,ORG,RESTRICTIONS
1,ORG,Senate
1,ORG,Fox News
1,ORG,Buddy
1,ORG,Phoenix international airport
1,ORG,Fox News
1,ORG,APP
1,ORG,Fox News Digital Originals
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Amtrak
1,ORG,U.S. Navy
1,ORG,Fox News
1,ORG,US Navy
1,ORG,Navy
1,ORG,Navy
1,ORG,Fox News
1,ORG,AFP
1,ORG,CUT SERVICES
1,ORG,Fox News
1,ORG,Navy
1,ORG,Fox News
1,ORG,Navy
1,ORG,Jackson Memorial Hospital
1,ORG,AP Photo/Lynne Sladky
1,ORG,APP
1,ORG,Han Yi
1,ORG,US Navy
1,ORG,AFP
1,ORG,Navy
1,ORG,Fox News
1,ORG,the University of Alabama
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,PERSON,Trump
1,ORG,GOP
1,ORG,CMS VACCINE MANDATE FACES STRONG OPPOSITION
1,ORG,REPUBLICANS
1,ORG,the White House
1,ORG,AP Photo
1,ORG,the Department of Homeland Security’s Cybersecurity and
1,ORG,Infrastructure Security Agency
1,ORG,the Supreme Court
1,ORG,AP Photo/J. Scott Applewhite
1,ORG,American Trucking Associations
1,ORG,American Trucking Associations
1,ORG,OSHA
1,ORG,APP
1,ORG,Fox News Digital
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,PERSON,Trump
1,ORG,the House of Representatives
1,ORG,House
1,ORG,Senate
1,ORG,House
1,ORG,Fox News
1,ORG,SENATE
1,ORG,House
1,ORG,Senate
1,ORG,OSHA
1,ORG,Senate
1,ORG,the Department of Labor’s Occupational Safety and Health Administration
1,ORG,HOUSE
1,ORG,Senate
1,ORG,D-W.V.
1,ORG,House
1,ORG,House
1,ORG,Capitol Hill
1,ORG,House
1,ORG,House
1,ORG,APP
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox & Friends'
1,ORG,CRA
1,ORG,House
1,ORG,Senate
1,ORG,Biden Administration
1,ORG,the Biden Administration
1,ORG,Medicare
1,ORG,Medicaid
1,ORG,House
1,ORG,Medicare
1,ORG,Medicaid Services
1,ORG,CMS
1,ORG,Medicaid
1,ORG,Medicaid
1,ORG,CONGRESS
1,ORG,CMS
1,ORG,CMS
1,ORG,Medicare
1,ORG,Medicaid
1,ORG,CMS Survey & Operations Group
1,ORG,CMS Quality
1,ORG,Safety & Oversight Group
1,ORG,AP Photo/Matt Rourke
1,ORG,EMS
1,ORG,North Memorial Health Hospital Critical Care Nurse
1,ORG,Lynch
1,ORG,AARON
1,ORG,Star Tribune/ Associated Press
1,ORG,CRA
1,ORG,WORKER
1,ORG,ON WASTE MANAGEMENT
1,ORG,CRA
1,ORG,Congress
1,ORG,the Federal Register
1,ORG,House
1,ORG,Senate
1,ORG,CMS
1,ORG,the Federal Register
1,ORG,Senate
1,ORG,House
1,ORG,APP
1,ORG,House
1,ORG,Fox News'
1,ORG,FOX Business
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News Flash
1,ORG,Foxnews.com
1,ORG,House
1,ORG,Senate
1,ORG,Senate
1,ORG,House
1,ORG,House
1,ORG,the Congressional Review Act
1,ORG,CRA
1,ORG,Fox News
1,ORG,CRA
1,ORG,House
1,ORG,Senate
1,ORG,CRA
1,ORG,Senate
1,ORG,Congress
1,ORG,CRA
1,ORG,D-W.Va
1,ORG,the House of Representatives
1,ORG,House
1,ORG,Senate
1,ORG,AP Photo/Rick Bowmer
1,ORG,GOP
1,ORG,Congress
1,ORG,APP
1,ORG,House
1,ORG,House
1,ORG,Senate
1,ORG,House
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Regeneron
1,ORG,Pembroke Pines
1,ORG,Fauci
1,ORG,the Department
1,ORG,Department
1,EVENT,Omicron
1,ORG,REUTERS/Joe Skipper/File Photo
1,ORG,APP
1,ORG,Fox Nation Patriot Awards
1,ORG,Fox News'
1,ORG,Fox News
1,ORG,the University of Alabama
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,NYC
1,ORG,DE BLASIO
1,ORG,Associated Builders and Contractors Inc.
1,ORG,SENATE
1,ORG,VOTE
1,ORG,APP
1,ORG,Lurie Children's
1,ORG,Lurie Children's
1,ORG,AP Photo/Nam Y. Huh
1,ORG,AP Photo/Nam Y. Huh
1,ORG,Biden’s Department of Justice
1,ORG,the Occupational Safety and Health Administration
1,ORG,the Fifth Circuit Court of Appeals
1,ORG,White House
1,ORG,Associated Press
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,U.S. Surgeon General
1,ORG,White House
1,ORG,REUTERS
1,ORG,the National Institute of Allergy and Infectious Diseases
1,ORG,"a Senate Health, Education"
1,ORG,Labor
1,ORG,Pensions Committee
1,ORG,Capitol Hill
1,ORG,AP Photo/Alex Brandon
1,ORG,the Los Angeles International Airport
1,ORG,AP Photo/Jae C. Hong
1,ORG,APP
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,White House
1,ORG,White House
1,ORG,the White House
1,ORG,Fox News
1,ORG,White House
1,ORG,the White House
1,ORG,REUTERS/Jonathan Ernst/File Photo
1,PERSON,Psaki
1,ORG,APP
1,ORG,the White House
1,ORG,World Health Organization
1,ORG,Fox News'
1,ORG,Fox News
1,ORG,the University of Alabama
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News Flash
1,ORG,Foxnews.com
1,ORG,BIDEN ADMIN’S
1,ORG,the White House
1,ORG,National Guard
1,ORG,Oklahoma National Guard
1,ORG,Biden’s
1,ORG,White House
1,ORG,APP
1,ORG,Fox News
1,ORG,the White House
1,ORG,the Office of the Oklahoma
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Forbes Media
1,ORG,BIDEN APPROVAL ON
1,ORG,White House
1,ORG,White House
1,ORG,the White House
1,ORG,APP
1,ORG,Fox News Digital
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,the White House
1,ORG,Assembly
1,ORG,Assembly
1,ORG,Fox News
1,ORG,Senate
1,ORG,Assembly
1,ORG,Senate
1,ORG,Assembly
1,ORG,State House
1,ORG,iStock
1,ORG,Sweeney
1,ORG,UNVACCINATED
1,ORG,Webber
1,ORG,State Police
1,ORG,GOP
1,ORG,GOP
1,ORG,REUTERS/Eduardo Munoz
1,ORG,Webber
1,ORG,iStock
1,ORG,APP
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,ORG,Colorado Department of Public Health
1,EVENT,Omicron
1,ORG,the National Institutes of Health
1,ORG,NIH
1,ORG,NGAN
1,ORG,NGAN
1,ORG,The Colorado Department of Public Health and Environment
1,EVENT,Omicron
1,ORG,WHITE HOUSE
1,ORG,APP
1,ORG,AP Photo/ Shiraaz Mohamed
1,ORG,Fox News'
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Marine One
1,ORG,the White House
1,ORG,Anna Moneymaker/Getty Images
1,ORG,the National Institutes of Health
1,ORG,APP
1,ORG,the National Institutes of Health
1,ORG,Johnson & Johnson
1,ORG,the State Department
1,ORG,Fox News Digital
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News Flash
1,ORG,Foxnews.com
1,ORG,White House
1,ORG,White House
1,ORG,White House
1,ORG,Anna Moneymaker/Getty Images
1,PERSON,Psaki
1,ORG,The White House
1,ORG,the Justice Department
1,PERSON,Psaki
1,ORG,AP Photo/
1,ORG,White House
1,ORG,MSNBC
1,ORG,BIDEN ADMINISTRATION
1,ORG,EXTEND TRANSPORTATION MASK REQUIREMENT THROUGH MID-MARCH
1,ORG,the White House
1,ORG,The Centers for Disease Control and Prevention
1,ORG,CDC
1,ORG,APP
1,ORG,the White House
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,EVENT,Omicron
1,ORG,Associated Press
1,ORG,PASS
1,ORG,Associated Press
1,ORG,APP
1,ORG,Reuters
1,ORG,the White House
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News Flash
1,ORG,Foxnews.com
1,ORG,Fox News
1,ORG,Fox News
1,ORG,the White House
1,ORG,the National Institute of Allergy
1,ORG,AP Photo
1,ORG,the Center for Congressional and Presidential Studies
1,ORG,American University
1,ORG,Fox News
1,EVENT,Delta
1,ORG,Anna Moneymaker/Getty Images
1,ORG,Barker
1,ORG,AP Photo/Andrew Harnik
1,ORG,APP
1,ORG,Barker
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News Flash
1,ORG,Foxnews.com
1,ORG,Ronald Reagan Institute’s
1,ORG,the Reagan Institute
1,ORG,the Reagan Institute
1,ORG,the Wuhan Institute of Virology
1,ORG,the World Health Organization
1,ORG,AP Photo/Ng Han Guan
1,ORG,APP
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,EVENT,COVID
1,EVENT,Omicron
1,ORG,CDC
1,ORG,AP Photo/Carolyn Kaster
1,ORG,White House
1,ORG,White House
1,EVENT,Omicron
1,ORG,the White House
1,ORG,U.S. Border Patrol
1,ORG,APP
1,ORG,The White House
1,ORG,Fox News
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News State Department
1,ORG,The Ninth Circuit Court of Appeals
1,ORG,the San Diego Unified School District
1,ORG,SDUSD
1,ORG,Viral Solutions
1,ORG,AP Photo/Ben Gray
1,ORG,Society
1,ORG,Scripps Ranch High School
1,ORG,Johnson & Johnson
1,ORG,Northwell Health's
1,ORG,REUTERS/Eduardo Munoz
1,ORG,Doe’s
1,ORG,the San Diego Unified School District
1,ORG,Lyman High School
1,ORG,Fox News
1,ORG,the Ninth Circuit
1,ORG,the U.S. Supreme Court
1,ORG,APP
1,ORG,the Free Exercise Clause
1,ORG,SDUSD
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,AP Photo
1,ORG,OSHA SUSPENDS ENFORCEMENT OF
1,ORG,Medicaid
1,ORG,Medicare
1,ORG,Congress
1,ORG,CMS
1,ORG,Supreme Court
1,ORG,AP Photo/Lynne Sladky
1,ORG,APP
1,ORG,OSHA
1,ORG,OSHA
1,ORG,Department of Labor
1,ORG,OSHA
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,The Heritage Foundation
1,ORG,The American Center for Law and Justice
1,ORG,the Heritage Foundation
1,ORG,the U.S. Court of Appeals
1,ORG,the D.C. Circuit
1,ORG,the Occupational Safety and Health Administration
1,ORG,OSHA SUSPENDS ENFORCEMENT OF
1,ORG,the Eisenhower Executive Office Building
1,ORG,Anna Moneymaker/Getty Images
1,ORG,The Heritage Foundation
1,ORG,The Heritage Foundation
1,ORG,Heritage
1,ORG,the National Institute of Allergy and Infectious Diseases
1,EVENT,Omicron
1,ORG,the Board of Trustees
1,ORG,The Heritage Foundation
1,ORG,OSHA
1,ORG,OSHA
1,ORG,the Fifth Circuit Court of Appeals
1,ORG,OSHA
1,ORG,Department of Justice
1,ORG,APP
1,ORG,Fox News
1,ORG,the White House
1,ORG,Fox News'
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,National Institutes of Health
1,ORG,National Institute of Health
1,ORG,NIH
1,ORG,NIH
1,ORG,National Institute of Health
1,ORG,NIH
1,ORG,Capitol Hill
1,ORG,NIH
1,ORG,AFP
1,ORG,AP Photo/Jerome Delay
1,ORG,APP
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,UCLA Department of Epidemiology
1,ORG,Reichman University
1,ORG,Reuters
1,ORG,FAUCI WOULD '
1,ORG,the Centers for Disease Control and Prevention
1,ORG,CDC
1,ORG,Ben-Gurion International Airport
1,EVENT,Omicron
1,ORG,World Health Organization (WHO
1,ORG,European Union
1,ORG,Fox News'
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,UCLA Department of Epidemiology
1,ORG,Circuit Court of Appeals
1,ORG,AP Photo/Anupam Nath
1,ORG,AP Photo/Anupam Nath
1,ORG,California State Prison Sacramento
1,ORG,AP Photo/Rich Pedroncelli
1,ORG,Prison Law Office
1,ORG,California Correctional Peace Officers Association
1,ORG,Lurie Children's
1,ORG,Lurie Children's
1,ORG,AP Photo/Nam Y. Huh
1,ORG,APP
1,ORG,California Department of Corrections and Rehabilitation (CDCR
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Small Business
1,ORG,Andrews Air Force Base
1,ORG,NGAN
1,ORG,NGAN
1,ORG,the White House
1,ORG,AP Photo/
1,ORG,AP Photo/
1,ORG,Smell of Love Candles
1,ORG,The Capital Candy Jar
1,ORG,APP
1,ORG,AP
1,ORG,AP
1,GPE,Eswatini
1,ORG,Mozambique
1,ORG,Malawi
1,ORG,World Health Organization (WHO
1,ORG,the European Union
1,ORG,Fox News
1,ORG,the University of Alabama
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,ORG,ICE
1,ORG,Reuters
1,ORG,Fox News
1,ORG,Customs Enforcement (ICE
1,ORG,Fox News
1,ORG,CBP
1,ORG,U.S. Customs
1,ORG,Stephanie Bennett
1,ORG,Fox News
1,ORG,APP
1,ORG,Fox News'
1,ORG,Fox News
1,ORG,the University of Alabama
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,ORG,World Health Organization (WHO
1,ORG,the White House
1,ORG,AP Photo
1,GPE,Eswatini
1,ORG,Mozambique
1,ORG,Malawi
1,ORG,White House
1,ORG,White House
1,ORG,House Homeland Security Subcommittee
1,ORG,LOT
1,ORG,the Centers for Disease Control and Prevention
1,ORG,CDC
1,ORG,the National Institute of Allergy and Infectious Diseases
1,ORG,"Senate Health, Education"
1,ORG,Labor
1,ORG,Pensions Committee
1,ORG,Capitol Hill
1,ORG,AP Photo/Alex Brandon
1,PERSON,Trump
1,PERSON,Trump
1,ORG,White House
1,ORG,White House
1,ORG,APP
1,ORG,Fauci
1,ORG,AstraZeneca
1,ORG,Fox News
1,ORG,White House
1,EVENT,Omicron
1,EVENT,Omicron
1,ORG,The White House
1,ORG,Fox News'
1,ORG,the Associated Press
1,ORG,Fox News
1,ORG,the University of Alabama
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,ORG,Fox Nation Patriot Awards
1,ORG,Vanity Fair
1,ORG,BIDEN SOUTH AFRICA
1,ORG,WHITE HOUSE DIDN'T KNOW ENOUGH TO
1,ORG,Fox News Digital
1,ORG,APP
1,ORG,the Broward Health Medical Center
1,ORG,the White House
1,ORG,AP Photo/
1,ORG,Pushaw
1,ORG,Pushaw
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,PERSON,TRUMP
1,ORG,RUN
1,PERSON,Trump
1,PERSON,Trump
1,ORG,TOM
1,ORG,the Oval Office of the White House
1,ORG,AP Photo/Carolyn Kaster
1,ORG,AP Photo/Carolyn Kaster
1,PERSON,TRUMP SLAMS BIDEN ADMINISTRATION FOR INFLATION
1,EVENT,Omicron
1,GPE,"Eswatini, Mozambique"
1,ORG,Boise Medical Center
1,ORG,AP Photo/Kyle Green
1,ORG,APP
1,ORG,The European Union
